player_name,game_date,events,pitch_type,release_speed,launch_speed,launch_angle,is_hard_hit,is_barrel,woba_value,woba_denom,xwoba_event_value,estimated_ba_using_speedangle,estimated_slg_using_speedangle
Jordan Walker,2025-04-04,strikeout,CH,82.2,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-04,strikeout,ST,81.4,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-04,field_out,ST,80.3,75.0,8.0,0.0,0.0,0.0,1.0,0.289,0.316,0.359
Jordan Walker,2025-04-06,field_out,FF,95.8,91.4,-19.0,0.0,0.0,0.0,1.0,0.108,0.115,0.118
Jordan Walker,2025-04-06,single,FC,87.7,96.0,-15.0,1.0,0.0,0.9,1.0,0.166,0.179,0.182
Jordan Walker,2025-04-06,single,CH,83.9,98.3,9.0,1.0,0.0,0.9,1.0,0.615,0.673,0.746
Jordan Walker,2025-04-06,walk,ST,84.1,,,,,0.7,1.0,0.691497,,
Jordan Walker,2025-04-06,walk,SL,85.0,,,,,0.7,1.0,0.691497,,
Jordan Walker,2025-04-06,single,SI,91.3,75.2,23.0,0.0,0.0,0.9,1.0,0.865,0.932,1.017
Jordan Walker,2025-04-06,strikeout,FF,94.1,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-06,field_out,SL,87.6,101.2,-34.0,1.0,0.0,0.0,1.0,0.071,0.074,0.077
Jordan Walker,2025-04-06,field_out,ST,75.7,79.6,40.0,0.0,0.0,0.0,1.0,0.034,0.03,0.051
Jordan Walker,2025-04-06,strikeout,ST,84.2,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-07,field_out,SL,89.2,108.4,4.0,1.0,0.0,0.0,1.0,0.53,0.587,0.633
Jordan Walker,2025-04-07,field_out,ST,79.6,65.7,-41.0,0.0,0.0,0.0,1.0,0.145,0.156,0.159
Jordan Walker,2025-04-07,strikeout,SI,95.3,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-07,strikeout,FF,93.7,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-08,strikeout,SI,97.5,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-08,strikeout,SI,94.4,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-08,field_out,ST,83.4,92.4,44.0,0.0,0.0,0.0,1.0,0.011,0.008,0.02
Jordan Walker,2025-04-08,strikeout,SI,96.5,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-09,single,SI,95.0,83.9,-10.0,0.0,0.0,0.9,1.0,0.113,0.121,0.164
Jordan Walker,2025-04-11,field_out,FF,95.0,67.8,61.0,0.0,0.0,0.0,1.0,0.007,0.008,0.008
Jordan Walker,2025-04-11,strikeout,FF,90.6,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-11,field_out,FF,92.4,92.6,18.0,0.0,0.0,0.0,1.0,0.468,0.471,0.627
Jordan Walker,2025-04-11,strikeout,SI,89.7,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-12,strikeout,CH,88.2,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-12,single,CH,84.5,68.4,12.0,0.0,0.0,0.9,1.0,0.278,0.296,0.346
Jordan Walker,2025-04-12,field_out,FC,92.0,87.8,55.0,0.0,0.0,0.0,1.0,0.015,0.013,0.021
Jordan Walker,2025-04-12,grounded_into_double_play,SI,94.6,92.8,-9.0,0.0,0.0,0.0,1.0,0.256,0.284,0.345
Jordan Walker,2025-04-13,home_run,FF,98.1,112.0,21.0,1.0,1.0,2.0,1.0,1.7336666666666665,0.92,3.349
Jordan Walker,2025-04-13,single,SI,95.4,82.7,16.0,0.0,0.0,0.9,1.0,0.945,0.99,1.134
Jordan Walker,2025-04-13,strikeout,FF,95.8,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-13,field_out,FF,96.0,81.7,45.0,0.0,0.0,0.0,1.0,0.007,0.008,0.008
Jordan Walker,2025-04-14,field_out,SL,85.4,109.2,-22.0,1.0,0.0,0.0,1.0,0.127,0.136,0.179
Jordan Walker,2025-04-14,strikeout,SL,83.9,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-14,strikeout,CU,79.1,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-14,double,SI,94.4,99.6,17.0,1.0,0.0,1.25,1.0,0.527,0.481,0.766
Jordan Walker,2025-04-15,force_out,SI,89.7,70.1,-41.0,0.0,0.0,0.0,1.0,0.152,0.165,0.168
Jordan Walker,2025-04-15,strikeout,SL,80.4,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-15,field_out,FF,97.4,91.6,-5.0,0.0,0.0,0.0,1.0,0.218,0.237,0.28
Jordan Walker,2025-04-15,field_out,SI,96.4,65.3,17.0,0.0,0.0,0.0,1.0,0.328,0.365,0.365
Jordan Walker,2025-04-16,field_out,FF,93.5,97.0,52.0,1.0,0.0,0.0,1.0,0.005,0.005,0.008
Jordan Walker,2025-04-16,single,SI,90.9,101.2,-5.0,1.0,0.0,0.9,1.0,0.352,0.387,0.462
Jordan Walker,2025-04-16,field_out,FS,85.3,66.0,14.0,0.0,0.0,0.0,1.0,0.232,0.258,0.258
Jordan Walker,2025-04-16,field_out,SL,84.6,78.6,67.0,0.0,0.0,0.0,1.0,0.0,0.001,0.001
Jordan Walker,2025-04-17,field_out,FC,90.6,97.4,45.0,1.0,0.0,0.0,1.0,0.036,0.025,0.067
Jordan Walker,2025-04-17,strikeout,SL,89.7,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-17,field_out,SL,87.3,67.5,51.0,0.0,0.0,0.0,1.0,0.098,0.109,0.121
Jordan Walker,2025-04-17,strikeout,FF,93.7,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-18,field_out,ST,79.6,82.3,65.0,0.0,0.0,0.0,1.0,0.011,0.01,0.014
Jordan Walker,2025-04-18,strikeout,FC,90.8,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-18,strikeout,SL,85.2,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-18,single,SI,88.5,104.8,1.0,1.0,0.0,0.9,1.0,0.488,0.527,0.587
Jordan Walker,2025-04-20,strikeout,FF,93.5,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-20,strikeout,SI,92.6,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-20,strikeout,ST,81.8,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-20,field_out,SL,85.9,96.8,33.0,1.0,0.0,0.0,1.0,0.4431538461538462,0.232,0.863
Jordan Walker,2025-04-21,field_error,FC,93.8,112.5,7.0,1.0,0.0,0.9,1.0,0.668,0.701,0.861
Jordan Walker,2025-04-21,strikeout,FF,95.6,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-21,grounded_into_double_play,SL,89.3,81.9,-5.0,0.0,0.0,0.0,1.0,0.13,0.139,0.163
Jordan Walker,2025-04-21,field_out,FF,97.1,97.1,21.0,1.0,0.0,0.0,1.0,0.266,0.233,0.44
Jordan Walker,2025-04-22,field_out,FC,86.0,100.9,17.0,1.0,0.0,0.0,1.0,0.514,0.468,0.754
Jordan Walker,2025-04-22,walk,FS,86.4,,,,,0.7,1.0,0.691497,,
Jordan Walker,2025-04-22,field_out,FS,84.9,98.5,39.0,1.0,0.0,0.0,1.0,0.182,0.096,0.357
Jordan Walker,2025-04-22,field_out,CH,86.9,97.6,25.0,1.0,0.0,0.0,1.0,0.5102500000000001,0.293,0.969
Jordan Walker,2025-04-22,walk,SL,82.9,,,,,0.7,1.0,0.691497,,
Jordan Walker,2025-04-23,strikeout,SL,88.0,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-23,field_out,SL,84.8,88.8,26.0,0.0,0.0,0.0,1.0,0.145,0.106,0.229
Jordan Walker,2025-04-23,field_out,SI,90.8,95.5,-12.0,1.0,0.0,0.0,1.0,0.183,0.199,0.202
Jordan Walker,2025-04-23,force_out,SI,91.0,97.0,-4.0,1.0,0.0,0.0,1.0,0.308,0.342,0.403
Jordan Walker,2025-04-25,single,ST,76.7,80.2,-6.0,0.0,0.0,0.9,1.0,0.114,0.121,0.145
Jordan Walker,2025-04-25,field_out,FC,88.2,85.2,27.0,0.0,0.0,0.0,1.0,0.093,0.086,0.14
Jordan Walker,2025-04-25,field_out,SI,93.6,104.2,-16.0,1.0,0.0,0.0,1.0,0.207,0.224,0.227
Jordan Walker,2025-04-27,field_out,CU,77.6,103.6,28.0,1.0,1.0,0.0,1.0,1.3496935483870964,0.688,2.655
Jordan Walker,2025-04-27,single,SI,91.4,97.2,-10.0,1.0,0.0,0.9,1.0,0.253,0.276,0.279
Jordan Walker,2025-04-27,field_out,ST,78.9,88.4,-14.0,0.0,0.0,0.0,1.0,0.125,0.139,0.142
Jordan Walker,2025-04-27,strikeout,SL,85.1,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-28,single,CU,79.0,86.3,14.0,0.0,0.0,0.9,1.0,0.906,0.947,1.091
Jordan Walker,2025-04-28,strikeout,SL,91.1,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-04-28,field_out,FC,88.2,76.0,-28.0,0.0,0.0,0.0,1.0,0.055,0.056,0.059
Jordan Walker,2025-04-30,double,SI,94.4,113.1,15.0,1.0,1.0,1.25,1.0,0.7068,0.495,1.229
Jordan Walker,2025-04-30,field_out,CH,86.6,85.1,29.0,0.0,0.0,0.0,1.0,0.087,0.068,0.135
Jordan Walker,2025-04-30,field_out,SI,95.8,112.8,6.0,1.0,0.0,0.0,1.0,0.677,0.701,0.854
Jordan Walker,2025-04-30,strikeout,FF,88.3,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-01,strikeout,ST,79.8,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-01,strikeout,SL,88.7,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-01,walk,FF,90.2,,,,,0.7,1.0,0.691497,,
Jordan Walker,2025-05-04,field_out,FF,96.3,85.0,24.0,0.0,0.0,0.0,1.0,0.242,0.235,0.332
Jordan Walker,2025-05-04,field_out,SL,90.1,87.4,33.0,0.0,0.0,0.0,1.0,0.011,0.01,0.022
Jordan Walker,2025-05-04,strikeout,FF,97.4,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-04,strikeout,SI,94.8,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-06,field_out,SI,93.5,69.8,10.0,0.0,0.0,0.0,1.0,0.297,0.323,0.366
Jordan Walker,2025-05-06,strikeout,ST,85.5,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-06,walk,FF,98.0,,,,,0.7,1.0,0.691497,,
Jordan Walker,2025-05-07,grounded_into_double_play,SI,93.4,91.1,-21.0,0.0,0.0,0.0,1.0,0.084,0.088,0.091
Jordan Walker,2025-05-07,strikeout,SI,93.6,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-07,single,SI,100.7,107.0,-12.0,1.0,0.0,0.9,1.0,0.316,0.347,0.39
Jordan Walker,2025-05-07,strikeout,SL,90.0,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-09,hit_by_pitch,FF,93.5,,,,,0.7,1.0,0.722289,,
Jordan Walker,2025-05-09,walk,SL,80.1,,,,,0.7,1.0,0.691497,,
Jordan Walker,2025-05-09,sac_fly,SI,96.2,97.5,36.0,1.0,0.0,0.0,1.0,0.3493333333333333,,
Jordan Walker,2025-05-09,strikeout,CU,81.3,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-09,strikeout,FF,92.1,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-11,field_out,SI,95.0,95.2,-18.0,1.0,0.0,0.0,1.0,0.157,0.17,0.194
Jordan Walker,2025-05-11,field_out,FF,95.0,92.0,-12.0,0.0,0.0,0.0,1.0,0.181,0.196,0.22
Jordan Walker,2025-05-11,strikeout,CH,85.7,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-11,field_out,FF,95.6,77.1,31.0,0.0,0.0,0.0,1.0,0.161,0.175,0.219
Jordan Walker,2025-05-12,field_out,SL,87.1,93.7,28.0,0.0,0.0,0.0,1.0,0.245,0.165,0.43
Jordan Walker,2025-05-12,strikeout,CH,86.3,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-12,field_out,SI,93.8,76.7,11.0,0.0,0.0,0.0,1.0,0.33,0.367,0.382
Jordan Walker,2025-05-12,strikeout,CH,85.9,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-14,single,CH,87.7,107.3,4.0,1.0,0.0,0.9,1.0,0.555,0.595,0.667
Jordan Walker,2025-05-14,force_out,CH,87.6,80.3,-17.0,0.0,0.0,0.0,1.0,0.065,0.067,0.091
Jordan Walker,2025-05-14,field_out,SI,97.9,103.9,4.0,1.0,0.0,0.0,1.0,0.583,0.62,0.706
Jordan Walker,2025-05-16,strikeout,FC,89.2,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-16,field_out,SL,85.3,86.9,80.0,0.0,0.0,0.0,1.0,0.007,0.008,0.008
Jordan Walker,2025-05-16,single,CU,80.4,94.1,3.0,0.0,0.0,0.9,1.0,0.425,0.461,0.525
Jordan Walker,2025-05-16,field_out,CH,83.6,73.9,-16.0,0.0,0.0,0.0,1.0,0.055,0.056,0.059
Jordan Walker,2025-05-17,field_out,SL,89.0,111.7,-17.0,1.0,0.0,0.0,1.0,0.187,0.202,0.245
Jordan Walker,2025-05-17,field_out,CH,79.8,78.6,33.0,0.0,0.0,0.0,1.0,0.08,0.073,0.124
Jordan Walker,2025-05-17,home_run,FF,86.6,108.5,29.0,1.0,1.0,2.0,1.0,1.8955172413793109,0.934,3.743
Jordan Walker,2025-05-19,double,FF,93.2,108.1,19.0,1.0,1.0,1.25,1.0,1.0279354838709678,0.616,1.894
Jordan Walker,2025-05-20,single,SI,97.2,101.3,-15.0,1.0,0.0,0.9,1.0,0.214,0.233,0.236
Jordan Walker,2025-05-20,strikeout,CH,88.8,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-20,strikeout,SI,99.1,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-21,strikeout,CH,86.6,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-21,strikeout,ST,81.2,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-21,force_out,SI,93.6,105.5,1.0,1.0,0.0,0.0,1.0,0.501,0.537,0.607
Jordan Walker,2025-05-24,strikeout,CH,88.5,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-24,double,SL,85.6,113.5,8.0,1.0,0.0,1.25,1.0,0.752,0.759,0.985
Jordan Walker,2025-05-24,single,SI,100.9,84.5,14.0,0.0,0.0,0.9,1.0,0.856,0.901,1.042
Jordan Walker,2025-05-24,strikeout,FC,90.4,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-25,single,SL,83.9,68.6,-50.0,0.0,0.0,0.9,1.0,0.25,0.273,0.276
Jordan Walker,2025-05-25,single,SI,94.2,111.3,5.0,1.0,0.0,0.9,1.0,0.672,0.684,0.836
Jordan Walker,2025-05-25,field_out,FF,94.7,107.4,26.0,1.0,1.0,0.0,1.0,1.753606557377049,0.875,3.461
Jordan Walker,2025-05-26,strikeout,SI,98.7,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-26,field_out,CU,82.1,90.7,47.0,0.0,0.0,0.0,1.0,0.007,0.005,0.011
Jordan Walker,2025-05-26,strikeout,CU,82.1,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-26,strikeout,FF,94.1,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-27,triple,FF,97.0,108.4,21.0,1.0,1.0,1.6,1.0,1.2764390243902437,0.706,2.418
Jordan Walker,2025-05-27,strikeout,SL,89.0,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-27,single,ST,83.1,114.4,-2.0,1.0,0.0,0.9,1.0,0.456,0.504,0.535
Jordan Walker,2025-05-27,field_out,ST,83.5,103.6,-9.0,1.0,0.0,0.0,1.0,0.285,0.311,0.314
Jordan Walker,2025-05-28,single,CU,79.0,96.7,5.0,1.0,0.0,0.9,1.0,0.493,0.532,0.604
Jordan Walker,2025-05-28,strikeout,CU,78.8,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-28,strikeout,FF,98.2,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-28,strikeout,SI,91.6,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-05-28,walk,FF,94.0,,,,,0.7,1.0,0.691497,,
Jordan Walker,2025-06-14,force_out,FF,94.0,78.5,-45.0,0.0,0.0,0.0,1.0,0.142,0.153,0.156
Jordan Walker,2025-06-14,single,SI,89.6,72.8,21.0,0.0,0.0,0.9,1.0,0.901,0.98,1.044
Jordan Walker,2025-06-14,fielders_choice,SI,89.3,79.3,-22.0,0.0,0.0,0.9,1.0,0.066,0.067,0.07
Jordan Walker,2025-06-14,walk,FF,94.6,,,,,0.7,1.0,0.691497,,
Jordan Walker,2025-06-15,field_out,SI,98.6,96.0,21.0,1.0,0.0,0.0,1.0,0.284,0.233,0.451
Jordan Walker,2025-06-15,strikeout,FF,98.9,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-06-15,field_out,SI,94.2,104.4,-25.0,1.0,0.0,0.0,1.0,0.092,0.097,0.1
Jordan Walker,2025-06-15,single,CU,82.7,107.3,-2.0,1.0,0.0,0.9,1.0,0.431,0.468,0.513
Jordan Walker,2025-06-19,strikeout,CH,83.4,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-06-19,field_out,ST,78.4,103.2,30.0,1.0,1.0,0.0,1.0,1.218568965517241,0.618,2.4
Jordan Walker,2025-06-19,strikeout_double_play,FF,94.4,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-06-19,single,SL,86.6,113.2,13.0,1.0,1.0,0.9,1.0,0.787,0.739,1.137
Jordan Walker,2025-06-20,field_out,FC,87.6,63.0,54.0,0.0,0.0,0.0,1.0,0.021,0.023,0.023
Jordan Walker,2025-06-20,field_out,FC,89.3,60.1,-38.0,0.0,0.0,0.0,1.0,0.13,0.139,0.142
Jordan Walker,2025-06-20,field_out,SL,83.9,69.9,67.0,0.0,0.0,0.0,1.0,0.0,0.001,0.001
Jordan Walker,2025-06-20,strikeout,SV,86.2,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-06-22,field_out,ST,76.6,83.1,77.0,0.0,0.0,0.0,1.0,0.007,0.008,0.008
Jordan Walker,2025-06-22,strikeout,ST,83.8,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-06-22,strikeout,FF,92.0,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-07-18,field_out,FF,94.5,95.7,-52.0,1.0,0.0,0.0,1.0,0.13,0.145,0.148
Jordan Walker,2025-07-18,field_out,SI,93.5,97.0,-12.0,1.0,0.0,0.0,1.0,0.216,0.24,0.283
Jordan Walker,2025-07-18,field_out,FC,88.4,103.2,27.0,1.0,1.0,0.0,1.0,1.2267454545454546,0.641,2.396
Jordan Walker,2025-07-18,strikeout,FF,94.7,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-07-19,field_error,SI,89.9,98.5,-31.0,1.0,0.0,0.9,1.0,0.066,0.067,0.091
Jordan Walker,2025-07-19,strikeout,SI,94.0,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-07-19,field_out,FF,95.6,62.1,70.0,0.0,0.0,0.0,1.0,0.003,0.003,0.003
Jordan Walker,2025-07-19,double,FF,93.7,94.2,-14.0,0.0,0.0,1.25,1.0,0.168,0.184,0.208
Jordan Walker,2025-07-20,double,KC,82.0,98.4,24.0,1.0,0.0,1.25,1.0,0.4559090909090909,0.269,0.853
Jordan Walker,2025-07-20,walk,SI,93.8,,,,,0.7,1.0,0.691497,,
Jordan Walker,2025-07-20,single,SL,89.0,68.9,-40.0,0.0,0.0,0.9,1.0,0.136,0.145,0.148
Jordan Walker,2025-07-20,strikeout,CH,91.8,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-07-21,field_out,FC,93.4,86.1,44.0,0.0,0.0,0.0,1.0,0.013,0.01,0.016
Jordan Walker,2025-07-21,single,ST,84.3,102.4,-4.0,1.0,0.0,0.9,1.0,0.366,0.401,0.425
Jordan Walker,2025-07-21,strikeout,FF,92.0,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-07-21,strikeout,SL,85.3,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-07-21,single,FF,91.3,85.3,-39.0,0.0,0.0,0.9,1.0,0.055,0.056,0.059
Jordan Walker,2025-07-22,field_out,ST,85.2,76.3,16.0,0.0,0.0,0.0,1.0,0.717,0.785,0.84
Jordan Walker,2025-07-22,double,FC,92.9,111.4,17.0,1.0,1.0,1.25,1.0,0.97475,0.613,1.778
Jordan Walker,2025-07-22,field_out,CU,81.6,102.6,4.0,1.0,0.0,0.0,1.0,0.569,0.603,0.689
Jordan Walker,2025-07-22,single,SL,85.5,107.3,-15.0,1.0,0.0,0.9,1.0,0.219,0.237,0.24
Jordan Walker,2025-07-23,field_out,SL,85.3,81.5,64.0,0.0,0.0,0.0,1.0,0.014,0.013,0.019
Jordan Walker,2025-07-23,strikeout,CU,86.3,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-07-23,grounded_into_double_play,SL,83.9,110.4,-1.0,1.0,0.0,0.0,1.0,0.44,0.489,0.519
Jordan Walker,2025-07-23,double,SL,83.3,104.0,19.0,1.0,0.0,1.25,1.0,0.5626153846153845,0.377,1.016
Jordan Walker,2025-07-24,strikeout,ST,83.7,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-07-24,walk,FF,92.8,,,,,0.7,1.0,0.691497,,
Jordan Walker,2025-07-24,strikeout,FS,83.5,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-07-24,single,SI,93.5,73.9,15.0,0.0,0.0,0.9,1.0,0.554,0.615,0.646
Jordan Walker,2025-07-25,field_out,FF,95.0,90.5,45.0,0.0,0.0,0.0,1.0,0.007,0.005,0.011
Jordan Walker,2025-07-25,field_out,ST,83.0,109.5,0.0,1.0,0.0,0.0,1.0,0.47,0.522,0.555
Jordan Walker,2025-07-25,strikeout,FF,93.9,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-07-26,force_out,FS,82.9,51.6,-26.0,0.0,0.0,0.0,1.0,0.113,0.121,0.124
Jordan Walker,2025-07-26,double,FC,92.4,109.2,17.0,1.0,1.0,1.25,1.0,0.7100000000000001,0.47,1.268
Jordan Walker,2025-07-26,field_out,SI,94.1,106.1,-30.0,1.0,0.0,0.0,1.0,0.108,0.115,0.139
Jordan Walker,2025-07-27,field_out,SI,97.4,91.5,-37.0,0.0,0.0,0.0,1.0,0.046,0.044,0.047
Jordan Walker,2025-07-27,walk,FF,95.2,,,,,0.7,1.0,0.691497,,
Jordan Walker,2025-07-27,single,FC,88.5,93.6,-17.0,0.0,0.0,0.9,1.0,0.161,0.173,0.197
Jordan Walker,2025-07-27,walk,FF,92.1,,,,,0.7,1.0,0.691497,,
Jordan Walker,2025-07-28,double,SL,90.9,104.7,26.0,1.0,1.0,1.25,1.0,1.454474999999999,0.743,2.848
Jordan Walker,2025-07-28,strikeout,FF,97.8,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-07-28,strikeout,CH,94.1,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-07-28,force_out,SI,96.7,114.9,-10.0,1.0,0.0,0.0,1.0,0.324,0.353,0.356
Jordan Walker,2025-07-29,grounded_into_double_play,FC,88.8,101.3,-18.0,1.0,0.0,0.0,1.0,0.175,0.193,0.236
Jordan Walker,2025-07-29,strikeout,FC,86.7,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-07-29,single,FC,91.8,79.7,13.0,0.0,0.0,0.9,1.0,0.598,0.641,0.718
Jordan Walker,2025-07-29,walk,FC,93.9,,,,,0.7,1.0,0.691497,,
Jordan Walker,2025-07-30,single,FS,86.8,105.4,-1.0,1.0,0.0,0.9,1.0,0.468,0.496,0.553
Jordan Walker,2025-07-30,strikeout,FF,97.2,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-07-30,field_out,FS,87.3,76.4,-31.0,0.0,0.0,0.0,1.0,0.046,0.046,0.049
Jordan Walker,2025-07-30,strikeout,FF,96.4,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-08-01,strikeout,FF,102.6,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-08-01,field_out,FF,92.9,96.3,48.0,1.0,0.0,0.0,1.0,0.025,0.015,0.04
Jordan Walker,2025-08-01,field_out,FF,93.7,97.9,35.0,1.0,0.0,0.0,1.0,0.5283749999999999,0.268,1.034
Jordan Walker,2025-08-03,strikeout,FF,99.7,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-08-03,single,SI,97.4,106.3,8.0,1.0,0.0,0.9,1.0,0.674,0.729,0.831
Jordan Walker,2025-08-03,strikeout,SL,89.0,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-08-03,field_out,ST,84.8,74.8,8.0,0.0,0.0,0.0,1.0,0.289,0.316,0.359
Jordan Walker,2025-08-05,field_out,ST,86.5,85.2,35.0,0.0,0.0,0.0,1.0,0.007,0.008,0.008
Jordan Walker,2025-08-05,field_out,SL,89.5,70.6,-57.0,0.0,0.0,0.0,1.0,0.267,0.291,0.294
Jordan Walker,2025-08-05,field_out,SL,86.3,83.8,-7.0,0.0,0.0,0.0,1.0,0.1,0.106,0.13
Jordan Walker,2025-08-05,field_out,SL,88.0,84.4,2.0,0.0,0.0,0.0,1.0,0.266,0.291,0.366
Jordan Walker,2025-08-06,field_out,SL,88.5,71.1,-28.0,0.0,0.0,0.0,1.0,0.057,0.058,0.061
Jordan Walker,2025-08-06,single,SL,86.6,81.4,17.0,0.0,0.0,0.9,1.0,0.938,0.99,1.14
Jordan Walker,2025-08-06,single,ST,83.9,87.0,69.0,0.0,0.0,0.9,1.0,0.007,0.008,0.008
Jordan Walker,2025-08-06,field_out,ST,85.5,81.2,36.0,0.0,0.0,0.0,1.0,0.035,0.033,0.057
Jordan Walker,2025-08-06,single,FF,96.7,107.0,-32.0,1.0,0.0,0.9,1.0,0.104,0.115,0.118
Jordan Walker,2025-08-08,home_run,SI,93.8,111.7,21.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0
Jordan Walker,2025-08-08,single,SL,89.3,111.4,6.0,1.0,0.0,0.9,1.0,0.663,0.686,0.831
Jordan Walker,2025-08-08,single,FF,94.5,107.9,-12.0,1.0,0.0,0.9,1.0,0.318,0.353,0.396
Jordan Walker,2025-08-08,field_out,FF,92.2,81.2,59.0,0.0,0.0,0.0,1.0,0.044,0.035,0.061
Jordan Walker,2025-08-09,single,CU,75.9,82.9,8.0,0.0,0.0,0.9,1.0,0.355,0.392,0.422
Jordan Walker,2025-08-09,grounded_into_double_play,FF,92.9,103.5,-23.0,1.0,0.0,0.0,1.0,0.109,0.115,0.118
Jordan Walker,2025-08-09,strikeout,ST,84.4,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-08-09,field_out,ST,82.7,93.1,42.0,0.0,0.0,0.0,1.0,0.035,0.02,0.064
Jordan Walker,2025-08-10,single,CU,70.7,96.2,20.0,1.0,0.0,0.9,1.0,0.253,0.241,0.41
Jordan Walker,2025-08-10,strikeout,FS,82.9,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-08-10,field_out,FS,83.6,90.5,1.0,0.0,0.0,0.0,1.0,0.346,0.381,0.442
Jordan Walker,2025-08-11,field_out,CU,83.9,96.5,-19.0,1.0,0.0,0.0,1.0,0.127,0.136,0.139
Jordan Walker,2025-08-12,strikeout,CH,93.0,,,,,0.0,1.0,0.0,,
Jordan Walker,2025-08-12,strikeout,KC,83.1,,,,,0.0,1.0,0.0,,
